bio,chamber,collectionId,collectionName,current_position,district,facebook_url,id,instagram_url,linkedin_url,name,office_type,party,photo,political_party,position_start_date,slug,state,status,term_end_date,tiktok_url,truth_social_url,website_url,wikipedia_url,x_url,youtube_url
,Representative,pbc_3830222512,politicians,U.S. Representative,,,xwq5ywkbxfnsa49,,,Brittany Pettersen,representative,,250px_rep_brittany_pettersen_118th_congress_28cropped29jpg_19k0of9nk7.jpg,,1981-12-06 00:00:00.000Z,brittany-pettersen-colorado-7,Colorado,,,,,,https://en.wikipedia.org/wiki/Brittany_Pettersen,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,94i9zqyr7ne92i8,,,Bruce Westerman,representative,,bruce_westerman_gwaou3mg95.jpg,,1967-11-18 00:00:00.000Z,bruce-westerman-arkansas-4,Arkansas,,,,,,https://en.wikipedia.org/wiki/Bruce_Westerman,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,4th35nvuruolicq,,,Bryan Steil,representative,,250px_steil_headshot_28cropped29jpg_vtal2l2abs.jpg,,1981-03-03 00:00:00.000Z,bryan-steil-wisconsin-1,Wisconsin,,,,,,https://en.wikipedia.org/wiki/Bryan_Steil,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,ldkagnn46mp1jf5,,,Buddy Carter,representative,,250px_official_portrait_of_congressman_buddy_carter_2025_28cropped29jpg_jgt9ujkuon.jpg,,1957-09-06 00:00:00.000Z,buddy-carter-georgia-1,Georgia,,,,,,https://en.wikipedia.org/wiki/Buddy_Carter,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,o1nk2vq2g8zsnp8,,,Burgess Owens,representative,,250px_burgess_owens_117th_us_congress_28cropped29jpg_wrkek94xop.jpg,,1951-08-02 00:00:00.000Z,burgess-owens-utah-4,Utah,,,,,,https://en.wikipedia.org/wiki/Burgess_Owens,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,tdw87olofypjhwy,,,Byron Donalds,representative,,250px_rep_byron_donalds_official_photo2c_117th_congress_28cropped29jpg_isnn4ud149.jpg,,1978-10-28 00:00:00.000Z,byron-donalds-florida-19,Florida,,,,,,https://en.wikipedia.org/wiki/Byron_Donalds,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,zsfa525wlxfjwyx,,,Carlos Giménez,representative,,250px_rep_carlos_gimenez_official_photo_28cropped29jpg_j5yy7nuagg.jpg,,1954-01-17 00:00:00.000Z,carlos-gim-nez-florida-28,Florida,,,,,,https://en.wikipedia.org/wiki/Carlos_A._Gim%C3%A9nez,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,6pxv2hoyccfo13n,,,Carol Miller,representative,,250px_carol_miller2c_official_portrait_28118th_congress29jpg_5bl6llvj1h.jpg,,1950-11-04 00:00:00.000Z,carol-miller-west-virginia-1,West Virginia,,,,,,https://en.wikipedia.org/wiki/Carol_Miller_(politician),,
"Catherine Marie Cortez Masto (born March 29, 1964) is an American lawyer and politician serving as the senior United States senator from Nevada, a seat she has held since 2017. A member of the Democratic Party, Cortez Masto served as the 32nd attorney general of Nevada from 2007 to 2015. Cortez Masto graduated from the University of Nevada, Reno and Gonzaga University School of Law. She worked four years as a civil attorney in Las Vegas and two years as a criminal prosecutor for the U.S. Attorney's Office in Washington, D.C. before being elected Nevada attorney general in 2006, replacing George Chanos. Reelected in 2010, she was not eligible to run for a third term in 2014 because of lifetime term limits established by the Constitution of Nevada. Cortez Masto narrowly defeated Republican Joe Heck in the 2016 United States Senate election in Nevada to replace outgoing Democratic senator Harry Reid, becoming the first woman elected to represent Nevada in the Senate and the first Latina elected to serve in the upper chamber. She took office on January 3, 2017, and became Nevada's senior senator in January 2019, when Dean Heller left the Senate following his defeat. She was narrowly reelected in 2022, defeating Republican nominee Adam Laxalt. == Early life and education == Cortez Masto was born in Las Vegas, Nevada, the daughter of Joanna (née Musso) and Manny Cortez. Her father, an attorney, was the longtime head of the Las Vegas Convention and Visitors Authority and served as a member of the Clark County Commission. Now deceased, Manny Cortez had a long-standing friendship with Harry Reid. Her father was of Mexican descent, and her mother is of Italian ancestry. Her paternal grandfather, Eduardo Cortez, immigrated to Nevada from Chihuahua, Mexico. Cortez Masto attended Ed W. Clark High School, and earned a Bachelor of Science degree in finance from the University of Nevada, Reno in 1986 and a Juris Doctor from Gonzaga University School of Law in 1990. == Early career == Cortez Masto was admitted to the State Bar of Nevada in 1990, the U.S. District Court, the District of Nevada in 1991, and the U.S. Court of Appeals for the Ninth Circuit in 1994. Her career includes four years as a civil attorney in Las Vegas and two as a criminal prosecutor for the U.S. Attorney's Office in Washington, D.C. She also served as former Nevada Governor Bob Miller's chief of staff. In November 2003, Cortez Masto was named executive vice chancellor of the Nevada System of Higher Education. There was some controversy, because she was hired directly by the chancellor, not the university system's board of regents; the chancellor said the regents had recommended that he hire an assistant, and in December the board voted unanimously to approve her annual salary of $215,000. === Nevada Attorney General === Cortez Masto was the Democratic nominee for state attorney general in 2006 and defeated Republican nominee Don Chairez 59% to 36%, with 5% for ""None of these"". She was reelected in 2010, defeating Republican Travis Barrick 52% to 36%, with 8% for Independent American candidate Joel F. Hansen and 4% for ""None of these"". In 2009, Cortez Masto's office launched an investigation into Brian Krolicki, then Nevada's Republican lieutenant governor. Krolicki faced felony charges related to allegations that",Senator,pbc_3830222512,politicians,U.S. Senator,,,tre12az6u2878on,,,Catherine Cortez Masto,senator,,250px_catherine_cortez_masto_portrait_red_28_4x5_crop29jpg_wgmohc5tdk.jpg,,,catherine-cortez-masto,Nevada,,,,,https://www.cortezmasto.senate.gov,https://en.wikipedia.org/wiki/Catherine_Cortez_Masto,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,ui882e6oz4vfgbo,,,Celeste Maloy,representative,,celeste_maloy_dl0e0t3quh.jpg,,1981-05-22 00:00:00.000Z,celeste-maloy-utah-2,Utah,,,,,,https://en.wikipedia.org/wiki/Celeste_Maloy,,
,Senator,pbc_3830222512,politicians,U.S. Senator,,,f5f248dloszzvqx,,,Charles E. Schumer,senator,,250px_chuck_schumer_official_photo_28cropped29jpg_gj8nb1a7rd.jpg,,,charles-e-schumer,New York,,,,,https://www.schumer.senate.gov/,https://en.wikipedia.org/wiki/Charles_E._Schumer,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,mfg7xiz84blw3ht,,,Chellie Pingree,representative,,250px_cpingree_portrait_202203_28cropped29jpg_vfevc69e8e.jpg,,1955-04-02 00:00:00.000Z,chellie-pingree-maine-1,Maine,,,,,,https://en.wikipedia.org/wiki/Chellie_Pingree,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,4a6p3p00zvzmcpf,,,Chip Roy,representative,,250px_chip_roy_118th_congressjpg_ypbm6ho83d.jpg,,1972-08-07 00:00:00.000Z,chip-roy-texas-21,Texas,,,,,,https://en.wikipedia.org/wiki/Chip_Roy,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,63az1zibln1zp70,,,Chris Deluzio,representative,,250px_rep_chris_deluzio_118th_congress_28cropped29jpg_yp6i6et0zi.jpg,,1984-07-13 00:00:00.000Z,chris-deluzio-pennsylvania-17,Pennsylvania,,,,,,https://en.wikipedia.org/wiki/Chris_Deluzio,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,je3cm0229bnmmny,,,Chris Pappas,representative,,250px_chris_pappas2c_official_portrait2c_116th_congress_28cropped29jpg_t71sa9iopz.jpg,,1980-06-04 00:00:00.000Z,chris-pappas-new-hampshire-1,New Hampshire,,,,,,https://en.wikipedia.org/wiki/Chris_Pappas_(American_politician),,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,fksdhyzk9vwoik5,,,Chris Smith,representative,,250px_chris_smith_official_photo_28cropped29jpg_s3rvfhz5nm.jpg,,1953-03-04 00:00:00.000Z,chris-smith-new-jersey-4,New Jersey,,,,,,https://en.wikipedia.org/wiki/Chris_Smith_(New_Jersey_politician),,
"Christopher Van Hollen Jr. ( van HOL-ən; born January 10, 1959) is an American attorney and politician serving as the senior United States senator from Maryland, a seat he has held since 2017. A member of the Democratic Party, he served as the U.S. representative for Maryland's 8th congressional district from 2003 to 2017 and as a Maryland state senator from 1995 to 2003. In 2007, Van Hollen became the chair of the Democratic Congressional Campaign Committee (DCCC). In this post, he was responsible for leading efforts to defend vulnerable Democrats and get more Democrats elected to Congress in 2008, which led to a wave election for Democrats. House Speaker Nancy Pelosi created a new leadership post, Assistant to the Speaker, in 2006 so that Van Hollen could be present at all leadership meetings. He was elected ranking member on the Budget Committee on November 17, 2010. Pelosi appointed Van Hollen to the 12-member bipartisan Committee on Deficit Reduction with a mandate for finding major budget reductions by late 2011. On October 17, 2013, Pelosi appointed Van Hollen to serve on the bicameral conference committee. Van Hollen ran for the United States Senate in 2016 to replace retiring Senator Barbara Mikulski. He defeated U.S. Representative Donna Edwards in the Democratic primary and won the general election with 61% of the vote to Republican nominee Kathy Szeliga's 36%. He was reelected in 2022 with nearly 66% of the vote to Republican nominee Chris Chaffee's 34%. Van Hollen chaired the Democratic Senatorial Campaign Committee (DSCC) from 2017 to 2019. Van Hollen became Maryland's senior senator when Ben Cardin retired from the Senate in 2025. Van Hollen is set to become the dean of Maryland's congressional delegation in 2027 with long-time Representative Steny Hoyer announcing his retirement in early 2026. == Early life, education, and career == Van Hollen was born in Karachi, Pakistan, the eldest of three children of American parents, Edith Eliza (née Farnsworth) and Christopher Van Hollen. His father was a Foreign Service officer who served as deputy assistant secretary of state for Near Eastern Affairs (1969–1972) and U.S. ambassador to Sri Lanka and the Maldives (1972–1976); his mother worked in the Central Intelligence Agency and the State Department, where she served as chief of the intelligence bureau for South Asia. He spent parts of his early life in Pakistan, Turkey, India, and Sri Lanka. He returned to the United States for his junior year of high school, and attended Middlesex School in Concord, Massachusetts, where his grandfather had once taught. He is an alumnus of the Kodaikanal International School (in Dindigul district, Tamil Nadu, India). In 1982, Van Hollen graduated from Swarthmore College with a Bachelor of Arts in philosophy. He continued his studies at Harvard University, where he earned a Master of Public Policy concentrating in national security studies from the John F. Kennedy School of Government in 1985. He then earned a Juris Doctor from the Georgetown University Law Center in 1990. == Early political career == Van Hollen worked as a legislative assistant for defense and foreign policy to U.S. Senator Charles Mathias, a Republican from Maryland, from 1985 to 1987. He was also a staff member of the U.S. Senate Committee on Foreign Relations (1987–1989), and a legislative advisor for federal affairs to Maryland governor",Senator,pbc_3830222512,politicians,U.S. Senator,,,xz0ohvr0kdnkiuw,,,Chris Van Hollen,senator,,250px_chris_van_hollen_official_portrait_115th_congress_28cropped29jpg_h198ko46vv.jpg,,,chris-van-hollen,Maryland,,,,,https://www.vanhollen.senate.gov,https://en.wikipedia.org/wiki/Chris_Van_Hollen,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,oe6xpo13u7ofxp9,,,Chrissy Houlahan,representative,,250px_houlahan_chrissy_119th_congressjpg_s5lkk59u1c.jpg,,1967-06-05 00:00:00.000Z,chrissy-houlahan-pennsylvania-6,Pennsylvania,,,,,,https://en.wikipedia.org/wiki/Chrissy_Houlahan,,
,Senator,pbc_3830222512,politicians,U.S. Senator,,,nr4jy2l6waay3gx,,,Christopher A. Coons,senator,,250px_chris_coons2c_official_portrait2c_112th_congress_28cropped29jpg_qxh6htfh37.jpg,,,christopher-a-coons,Delaware,,,,,https://www.coons.senate.gov/,https://en.wikipedia.org/wiki/Christopher_A._Coons,,
,Senator,pbc_3830222512,politicians,U.S. Senator,,,bq8icy15jlxkm5c,,,Christopher Murphy,senator,,250px_chris_murphy2c_official_portrait2c_113th_congress_28cropped29jpg_b7qgntfwx0.jpg,,,christopher-murphy,Connecticut,,,,,https://www.murphy.senate.gov/,https://en.wikipedia.org/wiki/Christopher_Murphy,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,aapkgl9k3y69q35,,,Chuck Edwards,representative,,250px_rep_chuck_edwards_official_photo2c_118th_congress_28cropped29jpg_oqfpvnb257.jpg,,1960-09-13 00:00:00.000Z,chuck-edwards-north-carolina-11,North Carolina,,,,,,https://en.wikipedia.org/wiki/Chuck_Edwards,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,96zaxi79b2lfg3j,,,Chuck Fleischmann,representative,,250px_chuck_fleischmann_118th_congress_28cropped29jpg_jbc2cplu4v.jpg,,1962-10-11 00:00:00.000Z,chuck-fleischmann-tennessee-3,Tennessee,,,,,,https://en.wikipedia.org/wiki/Chuck_Fleischmann,,
"Charles Ernest Grassley (born September 17, 1933) is an American politician serving since 2025 as the president pro tempore of the United States Senate, a position he also held from 2019 to 2021. A member of the Republican Party, Grassley is the senior U.S. senator from Iowa, serving since 1981. Since 2023, he has been the 45th dean of the United States Senate. Before becoming a senator, Grassley served eight terms in the Iowa House of Representatives (1959–1975) and three terms in the United States House of Representatives (1975–1981). He served three stints as Senate Finance Committee chairman during periods of Republican Senate majority. Upon the retirement of Orrin Hatch on January 3, 2019, Grassley became the Senate's most senior Republican and its president pro tempore. Upon Patrick Leahy's retirement in January 2023, Grassley became the most senior member of the Senate. At 92 years, 4 months and 8 days old, Grassley is the oldest sitting United States senator, the longest-serving Republican in congressional history, and the sixth-longest-serving U.S. senator in history. He served as president pro tempore emeritus of the Senate from 2021 to 2025. During his four decades in the Senate, Grassley has chaired the Finance Committee, the Narcotics Control Caucus, the Judiciary Committee, and the Aging Committee. == Early life and education == Grassley was born on September 17, 1933 in New Hartford, Iowa. He is the son of Ruth (née Corwin) and Louis Arthur Grassley. He was the third of five children, having two brothers and two sisters. In August 1920, Ruth Grassley was among the first four women to vote in Iowa. Her son did not know about this until many years after her death, when a constituent showed him an article about it. The women had voted in a school election. In 2019, he gave a speech describing her achievement. Grassley was raised on a farm; his childhood home did not have electricity or indoor plumbing. Grassley graduated from New Hartford Community High School in 1951. At Iowa State Teachers College (now the University of Northern Iowa), he earned a Bachelor of Arts in 1955 and a Master of Arts in political science in 1956. He pursued a Ph.D. in political science at the University of Iowa, but did not complete the degree. During his time as a student, Grassley joined the social-professional Alpha Gamma Rho fraternity. In 1955, Grassley's brother Louis Grassley Jr. died as a result of a traffic accident in New Hartford. In 2014, Chuck became the last Grassley sibling alive when his sister Genevieve died. His brother Kenneth died in 2001 and his sister Lois in 2006. == Early career == In the 1950s, Grassley farmed and worked in factories in Iowa, first as a sheet metal shearer and then as an assembly line worker. From 1967 to 1968, he taught at Charles City College. Grassley represented parts of Butler County in the Iowa House of Representatives from 1959 to 1975. He then served in the United States House of Representatives from 1975 to 1981. == U.S. Senate == === Tenure === ==== 1981–1989 ==== In November 1981, Grassley was one of 32 senators to sign a letter to President Reagan supporting Director of the Office of Management and Budget David Stockman. In August 1982, while the Reagan administration tried",Senator,pbc_3830222512,politicians,U.S. Senator,,,wwbxsokqug2r559,,,Chuck Grassley,senator,,250px_chuck_grassley_official_photo_2017_28cropped29jpg_sa1ccepaio.jpg,,,chuck-grassley,Iowa,,,,,https://www.grassley.senate.gov,https://en.wikipedia.org/wiki/Chuck_Grassley,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,m9tk8h2yuepkmy9,,,Chuy García,representative,,250px_chuy_garcia_official_portrait_28cropped29jpg_saanq1qbtv.jpg,,1956-04-12 00:00:00.000Z,chuy-garc-a-illinois-4,Illinois,,,,,,https://en.wikipedia.org/wiki/Chuy_Garc%C3%ADa,,
"Cindy Hyde-Smith (née Hyde; born May 10, 1959) is an American politician and lobbyist serving since 2018 as the junior United States senator from Mississippi. A member of the Republican Party, she served from 2012 to 2018 as the Mississippi Commissioner of Agriculture and Commerce and from 2000 to 2012 in the Mississippi State Senate. Born in Brookhaven, Mississippi, Hyde-Smith is a graduate of Copiah–Lincoln Community College and the University of Southern Mississippi. In 1999, she was elected to the Mississippi State Senate as a Democrat. She represented the 39th district from 2000 to 2012. In 2010, Hyde-Smith switched parties and became a Republican, citing her conservative beliefs. Hyde-Smith was elected Mississippi agriculture commissioner in 2011; she is the first woman to be elected to that office, and she was reelected in 2015. On March 21, 2018, Governor Phil Bryant announced his intention to appoint Hyde-Smith to the United States Senate seat being vacated due to the resignation of Thad Cochran. Hyde-Smith was sworn into office on April 9, 2018. She is the first woman to represent Mississippi in Congress. Hyde-Smith won the 2018 special election for the remainder of Cochran's term, and was reelected in 2020. == Early life == Hyde-Smith was born in Brookhaven, Mississippi, the daughter of Lorraine Hyde and Luther Hyde, and grew up in Monticello, Mississippi. She attended Lawrence County Academy in Monticello, a segregation academy established in response to Supreme Court rulings ordering the desegregation of public schools. The school's team nickname was the Rebels; the mascot was a ""Col. Reb"" who carried a Confederate flag. Hyde-Smith graduated from Copiah–Lincoln Community College with an Associate of Arts (AA) and the University of Southern Mississippi with a Bachelor of Arts (BA) in criminal justice and political science. She is one of the few U.S. senators who attended community college. After her studies, she worked as a lobbyist for the Southern Coalition for Safer Highways and National Coalition for Healthcare, with offices in Washington, D.C., and San Francisco. She served as the state director for Mississippi, Louisiana, and Tennessee during her time with the National Coalition for Healthcare, which advocated nationwide healthcare coverage. == Mississippi Senate == Hyde-Smith was a member of the Mississippi Senate, representing the 39th District from 2000 to 2012. For part of her tenure, she chaired the Senate Agriculture Committee, which led her Senate colleagues to encourage her to run for Mississippi Commissioner of Agriculture and Commerce. She had a conservative voting record in the state Senate. During her time in the state Senate, 79 of her bills became law. She supported measures to collect DNA samples from people in custody of the Department of Corrections and authored a bill to ban most abortions after 12 weeks. After the abortion restriction bill passed and was signed by then-Governor Haley Barbour, it was overturned in federal court. On the Senate Agriculture Committee, Hyde-Smith also helped manage the fallout from a controversial beef plant that defaulted on a $55 million state loan. The state sued firms involved in the construction of a 400-employee plant in Yalobusha County that closed three months after it opened, in August 2004. The state eventually settled with the plant owners for $4 million. In 2001, Hyde-Smith introduced legislation to name a portion of Highway 51 for Jefferson Davis, the",Senator,pbc_3830222512,politicians,U.S. Senator,,,5c1ldy5sohs0kcj,,,Cindy Hyde-Smith,senator,,250px_official_headshot_of_us_senator_cindy_hyde_smith_28cropped29jpg_ep3aadur7j.jpg,,,cindy-hyde-smith,Mississippi,,,,,https://www.hydesmith.senate.gov/,https://en.wikipedia.org/wiki/Cindy_Hyde-Smith,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,piwji4i86wxthh6,,,Claudia Tenney,representative,,250px_rep_claudia_tenney_official_congressional_photo_28cropped29jpg_zm4qxbnsr5.jpg,,1961-02-04 00:00:00.000Z,claudia-tenney-new-york-24,New York,,,,,,https://en.wikipedia.org/wiki/Claudia_Tenney,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,6mll80pqa7w84ks,,,Clay Higgins,representative,,250px_2024_clay_higgins_28cropped29jpg_0pvrld9ipr.jpg,,1961-08-24 00:00:00.000Z,clay-higgins-louisiana-3,Louisiana,,,,,,https://en.wikipedia.org/wiki/Clay_Higgins,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,e6s0famxpufamjr,,,Cleo Fields,representative,,250px_fields_cleo_119th_congress_28cropped29jpg_4q4cw9cm1m.jpg,,1962-11-22 00:00:00.000Z,cleo-fields-louisiana-6,Louisiana,,,,,,https://en.wikipedia.org/wiki/Cleo_Fields,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,47rotkwp08rh2mm,,,Cliff Bentz,representative,,250px_cliff_bentz_117th_us_congress_28cropped29_28centered29jpg_aqfpov16sv.jpg,,1952-01-12 00:00:00.000Z,cliff-bentz-oregon-2,Oregon,,,,,,https://en.wikipedia.org/wiki/Cliff_Bentz,,
,Senator,pbc_3830222512,politicians,U.S. Senator,,,mqjhl2f3qkze1d2,,,Cory A. Booker,senator,,250px_cory_booker2c_official_portrait_28119th_congress29_28cropped29jpg_zt25na0kvl.jpg,,,cory-a-booker,New Jersey,,,,,https://www.booker.senate.gov,https://en.wikipedia.org/wiki/Cory_A._Booker,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,hto4z9qxbvgu0kh,,,Cory Mills,representative,,250px_representative_cory_mills_cropped_portrait_28cropped29jpg_y3vbk58zto.jpg,,1980-07-13 00:00:00.000Z,cory-mills-florida-7,Florida,,,,,,https://en.wikipedia.org/wiki/Cory_Mills,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,w9ysdyxcbnibmpg,,,Craig Goldman,representative,,250px_representative_craig_goldman_official_portrait_28cropped29jpg_61pgbm0nzz.jpg,,1968-10-03 00:00:00.000Z,craig-goldman-texas-12,Texas,,,,,,https://en.wikipedia.org/wiki/Craig_Goldman,,
,Senator,pbc_3830222512,politicians,U.S. Senator,,,vshqlfhs111ccy1,,,Cynthia M. Lummis,senator,,250px_cynthia_lummis_us_senator_28cropped29jpg_1gmy2mcfm6.jpg,,,cynthia-m-lummis,Wyoming,,,,,https://www.lummis.senate.gov,https://en.wikipedia.org/wiki/Cynthia_M._Lummis,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,1sy1wxqg415xjc9,,,Dale Strong,representative,,250px_dale_strong_official_house_portrait_28cropped29jpg_rabssn3ogw.jpg,,1970-05-08 00:00:00.000Z,dale-strong-alabama-5,Alabama,,,,,,https://en.wikipedia.org/wiki/Dale_Strong,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,4ec8kd57dm99b7v,,,Dan Crenshaw,representative,,250px_rep_dan_crenshaw2c_official_portrait2c_118th_congress_28cropped29jpg_lsqmvhfw6u.jpg,,1984-03-14 00:00:00.000Z,dan-crenshaw-texas-2,Texas,,,,,,https://en.wikipedia.org/wiki/Dan_Crenshaw,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,fnx9kb2ht4lq42h,,,Dan Goldman,representative,,250px_daniel_goldman_portrait_28cropped29jpg_gexcjsslnq.jpg,,1976-02-26 00:00:00.000Z,dan-goldman-new-york-10,New York,,,,,,https://en.wikipedia.org/wiki/Dan_Goldman,,
,Governor,pbc_3830222512,politicians,Governor,,,4t7qp00wrj49xiw,,,Dan McKee,governor,,dan_mckee_4t7qp00wrj49xiw_xlylvvhvd9.jpg,,1951-06-16 00:00:00.000Z,dan-mckee,Rhode Island,,,,,,https://en.wikipedia.org/wiki/Dan_McKee,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,qd1b3wypd57md4d,,,Dan Meuser,representative,,250px_meuser_dan_118th_congress_28cropped29jpg_deqadidom5.jpg,,1964-02-10 00:00:00.000Z,dan-meuser-pennsylvania-9,Pennsylvania,,,,,,https://en.wikipedia.org/wiki/Dan_Meuser,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,bnyhiky8qrdk6bc,,,Dan Newhouse,representative,,250px_dan_newhouse_official_congressional_photo_28cropped29jpg_nwprb7ldt6.jpg,,1955-07-10 00:00:00.000Z,dan-newhouse-washington-4,Washington,,,,,,https://en.wikipedia.org/wiki/Dan_Newhouse,,
,Senator,pbc_3830222512,politicians,U.S. Senator,,,zmmjory0d8v4wzp,,,Dan Sullivan,senator,,250px_senator_dan_sullivan_official_28cropped29jpg_p1pr54gmf5.jpg,,,dan-sullivan,Alaska,,,,,https://www.sullivan.senate.gov,https://en.wikipedia.org/wiki/Dan_Sullivan,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,f8gpd3tkqufvq66,,,Daniel Webster,representative,,250px_dan_webster_portrait_28118th_and_119th_congress29jpg_1z1f00ok5k.jpg,,1949-04-27 00:00:00.000Z,daniel-webster-florida-11,Florida,,,,,,https://en.wikipedia.org/wiki/Daniel_Webster_(Florida_politician),,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,m0e5p9gx385hjot,,,Danny Davis,representative,,250px_dannykdavis113th_28cropped29jpg_m6drjrne1a.jpg,,1941-09-06 00:00:00.000Z,danny-davis-illinois-7,Illinois,,,,,,https://en.wikipedia.org/wiki/Danny_Davis_(Illinois_politician),,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,6czd5wahq11afjy,,,Darin LaHood,representative,,250px_darin_lahood_official_photo_28cropped29jpg_l4bmtbdig5.jpg,,1968-07-05 00:00:00.000Z,darin-lahood-illinois-16,Illinois,,,,,,https://en.wikipedia.org/wiki/Darin_LaHood,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,yrp5kobux1ogdwn,,,Darrell Issa,representative,,250px_darrell_issa_117th_congress_28cropped29jpg_2otq4izo9f.jpg,,1953-11-01 00:00:00.000Z,darrell-issa-california-48,California,,,,,,https://en.wikipedia.org/wiki/Darrell_Issa,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,ccrkijkrkjmtup2,,,Darren Soto,representative,,250px_darren_soto_115th_congress_photo_28cropped29jpg_ee3hgfic7c.jpg,,1978-02-25 00:00:00.000Z,darren-soto-florida-9,Florida,,,,,,https://en.wikipedia.org/wiki/Darren_Soto,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,c5p5tl9hy1x5vm7,,,Dave Min,representative,,250px_min_dave_119th_congress_28cropped29jpg_63iayd46i2.jpg,,1976-03-05 00:00:00.000Z,dave-min-california-47,California,,,,,,https://en.wikipedia.org/wiki/Dave_Min,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,dmjtyzcr4g146jd,,,David Joyce,representative,,250px_david_joyce_28cropped29jpg_b0rg9c7c9l.jpg,,1957-03-17 00:00:00.000Z,david-joyce-ohio-14,Ohio,,,,,,https://en.wikipedia.org/wiki/David_Joyce_(politician),,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,4mb7g4aqdfvs0z4,,,David Kustoff,representative,,250px_rep_david_kustoff2c_official_portrait2c_2023_28head_crop29jpg_1u6zcjy00b.jpg,,1966-10-08 00:00:00.000Z,david-kustoff-tennessee-8,Tennessee,,,,,,https://en.wikipedia.org/wiki/David_Kustoff,,
,Senator,pbc_3830222512,politicians,U.S. Senator,,https://www.facebook.com/DaveMcCormickPA,du33y15ev8d0zqv,https://www.instagram.com/davemccormickpa,,David McCormick,senator,,250px_mccormick_portrait_28hr29_28cropped29jpg_yv1pdney5o.jpg,,,david-mccormick,Pennsylvania,,,,,https://mccormick.senate.gov/,https://en.wikipedia.org/wiki/David_McCormick,https://twitter.com/DaveMcCormickPA,https://www.youtube.com/channel/UCFioAQNyUk71ADlUF3OF_rQ
,Representative,pbc_3830222512,politicians,U.S. Representative,,,lh646ivx23v2iq5,,,David Rouzer,representative,,250px_david_rouzer_official_photo_28cropped29jpg_p5mmyosbsh.jpg,,1972-02-16 00:00:00.000Z,david-rouzer-north-carolina-7,North Carolina,,,,,,https://en.wikipedia.org/wiki/David_Rouzer,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,pxxxsp4dnnd78lo,,,David Schweikert,representative,,250px_david_schweikert_official_portrait_116th_congress_28alt_crop29jpg_lf9gx2drls.jpg,,1962-03-03 00:00:00.000Z,david-schweikert-arizona-1,Arizona,,,,,,https://en.wikipedia.org/wiki/David_Schweikert,,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,05n3hupw1938fqm,,,David Scott,representative,,250px_david_scott_116th_congressjpg_zy66fk2lli.jpg,,1945-06-27 00:00:00.000Z,david-scott-georgia-13,Georgia,,,,,,https://en.wikipedia.org/wiki/David_Scott_(Georgia_politician),,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,hi7o4a4gx22as95,,,David Taylor,representative,,250px_taylor_dave_119th_congress_28cropped29jpg_k3natd1xsl.jpg,,1969-11-16 00:00:00.000Z,david-taylor-ohio-2,Ohio,,,,,,https://en.wikipedia.org/wiki/David_Taylor_(Ohio_politician),,
,Representative,pbc_3830222512,politicians,U.S. Representative,,,xt7v7yk79i2mlpq,,,David Valadao,representative,,250px_david_valadao_117th_us_congress_28cropped29jpg_idp5tsnkt1.jpg,,1977-04-14 00:00:00.000Z,david-valadao-california-22,California,,,,,,https://en.wikipedia.org/wiki/David_Valadao,,
